1,1,7886702
2,7,870741
3,7,144020
4,10,3275732
5,9,8928590
6,9,6713177
7,8,2906407
8,7,9341619
9,8,4210658
10,8,7168531
11,8,7489102
12,6,8045906
13,9,9167860
14,2,226774
15,8,6048472
16,10,9947486
17,1,3212404
18,2,5728739
19,4,2546658
20,6,7674743
21,7,443090
22,5,8429763
23,2,6050739
24,6,7655690
25,4,7708675
26,1,505214
27,6,9947152
28,6,2539506
29,9,9244891
30,1,9910263
31,3,1963950
32,7,6457955
33,7,8982484
34,1,8708492
35,7,6714758
36,6,222908
37,6,6029821
38,7,3433891
39,10,2454772
40,2,4409545
41,2,5676781
42,1,9337626
43,9,3814649
44,6,2104845
45,7,5042127
46,9,8078226
47,9,9868924
48,5,6827392
49,3,131720
50,3,3583806
51,5,1795555
52,2,7642597
53,7,8688682
54,7,9549675
55,1,3229708
56,2,1609565
57,6,1473561
58,4,3904894
59,10,3574681
60,7,3698579
61,10,1434714
62,2,9146505
63,5,5040456
64,6,7681949
65,8,4628844
66,2,9653412
67,2,509437
68,9,505472
69,2,7871409
70,8,3448858
71,5,153248
72,3,4473450
73,7,2655600
74,10,9452387
75,1,3269666
76,5,8358272
77,5,3480471
78,9,4775330
79,2,2568730
80,9,2043578
81,9,4798255
82,3,4141940
83,10,1522091
84,1,8770085
85,2,9973256
86,10,8310668
87,8,1306438
88,5,6742649
89,10,5111920
90,2,3470685
91,4,6185975
92,10,6411196
93,1,6507192
94,7,9079184
95,9,4043018
96,1,8483992
97,7,5511817
98,6,8563610
99,1,6216461
100,5,4379894
101,8,7287626
102,6,5179095
103,7,6315022
104,2,4518262
105,1,945308
106,2,7448609
107,9,4559500
108,10,132709
109,2,7478313
110,9,804056
111,6,5231312
112,3,7936402
113,1,3255015
114,5,6683381
115,3,7300073
116,4,787215
117,6,2707103
118,7,9709569
119,8,7741371
120,2,2969479
121,8,7980759
122,5,7315861
123,9,2454883
124,5,2635277
125,2,9633062
126,3,5030426
127,1,9389663
128,9,3267343
129,8,8360561
130,6,9015429
131,1,5487475
132,3,317123
133,6,9044598
134,4,3090737
135,7,3038015
136,1,8338300
137,7,4914847
138,8,2982259
139,6,7677308
140,8,6998394
141,8,6778215
142,2,3457771
143,4,7302000
144,10,408297
145,6,9349212
146,1,8756888
147,10,1304820
148,5,2463459
149,5,1766967
150,6,8313064
151,4,1802648
152,9,8369435
153,1,6170720
154,10,5813624
155,8,6597099
156,8,1534932
157,9,5998514
158,3,1239717
159,1,2089930
160,7,6015833
161,1,3433644
162,6,7938617
163,5,5722281
164,10,6730583
165,10,247059
166,3,9405168
167,5,7052260
168,2,9793316
169,1,6464860
170,4,9820601
171,3,7995599
172,2,8179736
173,10,6420096
174,10,8871211
175,4,3930395
176,10,6954147
177,9,1468880
178,5,6998787
179,3,7485871
180,10,4707178
181,4,5757153
182,6,2513380
183,5,3328302
184,2,7904551
185,4,2350028
186,4,8050498
187,8,8447107
188,10,1212928
189,3,4221895
190,7,501146
191,5,1608450
192,7,7495712
193,1,2239407
194,10,872546
195,8,479501
196,7,7246530
197,9,7611335
198,10,284373
199,6,4537353
200,7,1278772
201,1,923226
202,4,4224462
203,3,642700
204,7,9289439
205,10,8885590
206,9,2326713
207,2,1680971
208,5,6341898
209,3,1476686
210,2,1305232
211,4,1462738
212,3,771895
213,9,6898613
214,3,8273309
215,5,1351554
216,7,5685616
217,5,5692089
218,6,5440722
219,5,600516
220,10,1605123
221,8,2176530
222,9,2678919
223,9,5731109
224,7,4792808
225,8,9668533
226,10,4086869
227,3,6303781
228,1,9472902
229,2,2298595
230,5,5692003
231,7,9158236
232,6,8099273
233,2,7569768
234,7,1151599
235,6,5761454
236,8,1373427
237,5,2578224
238,1,344713
239,6,994981
240,7,9878717
241,4,8514971
242,9,3618574
243,9,1460010
244,2,3718976
245,7,4255814
246,2,9006534
247,10,7821719
248,4,496286
249,5,5891062
