1000000,8,58557938
1000001,7,49049511
1000002,5,39057096
1000003,7,55018927
1000004,7,42228188
1000005,4,81325940
1000006,10,49887139
1000007,5,78244431
1000008,1,43142791
1000009,2,60717506
1000010,6,92647195
1000011,5,70129669
1000012,10,93199450
1000013,1,9293656
1000014,2,21608504
1000015,6,92474864
1000016,2,47124662
1000017,4,82796206
1000018,3,38753821
1000019,9,65445733
1000020,2,10794781
1000021,6,91536673
1000022,10,52417069
1000023,4,22770382
1000024,1,76222357
1000025,2,59288275
1000026,6,81066647
1000027,1,97961694
1000028,10,15584233
1000029,10,97063881
1000030,7,57548335
1000031,1,38234191
1000032,1,89182766
1000033,7,21341955
1000034,6,96770334
1000035,6,48652109
1000036,1,78969672
1000037,5,28957651
1000038,4,33772433
1000039,5,74889045
1000040,9,16086705
1000041,9,15633311
1000042,7,50788605
1000043,1,89514968
1000044,2,52749630
1000045,3,17178400
1000046,1,60531510
1000047,7,14262268
1000048,6,99649592
1000049,8,24870946
1000050,4,46081320
1000051,6,86910839
1000052,3,64258716
1000053,6,69637795
1000054,4,97176935
1000055,3,68555581
1000056,6,46848041
1000057,5,38482124
1000058,6,44226961
1000059,3,54394440
1000060,6,17073964
1000061,10,94559930
1000062,8,30171009
1000063,3,39949731
1000064,1,11645608
1000065,3,21634930
1000066,8,28808082
1000067,4,43145455
1000068,9,31496937
1000069,5,67649597
1000070,7,98826145
1000071,3,79878796
1000072,3,98608399
1000073,3,67041186
1000074,6,74307543
1000075,7,27211290
1000076,5,40248833
1000077,2,91191331
1000078,6,28248155
1000079,8,41709445
1000080,9,19815302
1000081,8,36053616
1000082,1,3039314
1000083,1,55795045
1000084,1,36196998
1000085,3,90530325
1000086,2,51774422
1000087,9,68812505
1000088,7,59959573
1000089,5,69989481
1000090,8,98469106
1000091,4,83354689
1000092,2,46522613
1000093,1,16404687
1000094,5,34948807
1000095,8,31385117
1000096,7,93057231
1000097,5,37267704
1000098,3,48176770
1000099,2,66890801
1000100,6,56917833
1000101,5,53891933
1000102,4,27421462
1000103,5,5512769
1000104,2,2504686
1000105,6,83576130
1000106,8,48354006
1000107,5,9681634
1000108,6,29734399
1000109,6,94468147
1000110,7,32011134
1000111,10,58794697
1000112,8,2277969
1000113,9,89883569
1000114,4,32444204
1000115,7,37582012
1000116,2,70075832
1000117,10,13995003
1000118,8,82706155
1000119,6,15187173
1000120,1,56965695
1000121,8,39644984
1000122,1,51716286
1000123,4,13464731
1000124,6,14937599
1000125,1,6404830
1000126,1,97348957
1000127,8,7155649
1000128,9,45954899
1000129,3,82478002
1000130,10,33831919
1000131,1,1255017
1000132,10,35501320
1000133,5,8128902
1000134,5,88053606
1000135,7,81813785
1000136,5,36772401
1000137,10,32709627
1000138,4,69843865
1000139,1,10249767
1000140,6,93433675
1000141,9,81488966
1000142,1,58264617
1000143,4,17272443
1000144,6,80537447
1000145,6,76613039
1000146,4,22080249
1000147,7,4242798
1000148,8,21699314
1000149,9,25147313
1000150,7,62171511
1000151,5,89612745
1000152,4,13449928
1000153,10,15836889
1000154,9,7488094
1000155,7,51035012
1000156,4,76851243
1000157,8,66035535
1000158,5,67515002
1000159,2,45483837
1000160,8,36904367
1000161,9,9225269
1000162,5,57252781
1000163,7,53416594
1000164,6,60715925
1000165,5,77707208
1000166,5,17229538
1000167,9,70351689
