1,2,37148
2,4,6522
3,5,54986
4,9,30747
5,3,62912
6,1,13841
7,9,97894
8,7,59772
9,10,47062
10,5,90073
11,5,90056
12,3,21354
13,9,18435
14,10,75251
15,10,89950
16,5,67544
17,10,76688
18,1,76563
19,10,54483
20,10,45796
21,2,12829
22,8,24399
23,10,63416
24,4,87314
25,3,21423
26,10,65429
27,7,22745
28,4,70258
29,9,75414
30,8,4519
31,1,63449
32,2,42351
33,6,24143
34,1,88885
35,8,78113
36,8,49484
37,8,48067
38,6,62780
39,2,57196
40,9,76236
41,1,88917
42,4,86095
43,4,48830
44,8,76750
45,5,74327
46,9,83113
47,10,92555
48,6,55732
49,6,34637
50,10,27767
51,7,99373
52,9,83565
53,4,26048
54,7,2481
55,3,23417
56,8,95166
57,8,21528
58,4,97608
59,9,58755
60,4,57653
61,8,29995
62,10,13080
63,1,69514
64,8,67772
65,10,46751
66,5,79889
67,8,42645
68,9,91508
69,8,22173
70,1,54552
71,1,51882
72,7,34942
73,3,3573
74,10,29634
75,8,89873
76,4,37697
77,8,43003
78,3,69790
79,6,68169
80,3,27046
81,2,23955
82,3,19866
83,2,43969
84,6,31610
85,1,75047
86,9,71245
87,7,41127
88,8,73833
89,3,88227
90,7,57976
91,9,93285
92,2,61746
93,8,59866
94,10,78275
95,10,26438
96,4,88955
97,9,40914
98,3,67688
99,6,52171
100,8,76178
101,1,85143
102,10,29437
103,5,96869
104,9,55216
105,10,69193
106,9,9535
107,3,33803
108,4,86079
109,2,75039
110,3,34379
111,2,40705
112,7,80183
113,2,53002
114,5,78484
115,1,53558
116,3,78611
117,8,51298
118,7,74893
119,8,16103
120,3,73973
121,8,83538
122,7,24448
123,5,17175
124,4,74587
125,4,27526
126,7,22328
127,8,77446
128,7,2760
129,10,60577
130,5,98672
131,4,94853
132,3,88171
133,2,96421
134,2,21106
135,6,74839
136,9,19529
137,1,47754
138,10,13527
139,3,88591
140,6,90557
141,5,89210
142,1,63158
143,5,37241
144,2,16013
145,5,7582
146,6,89753
147,7,96375
148,3,87545
149,3,23781
150,1,57617
151,3,21291
152,1,94117
153,7,76748
154,10,20286
155,2,6531
156,1,77664
157,9,23846
158,3,98353
159,9,39581
160,3,34877
161,1,45154
162,7,60215
163,6,10010
164,9,12117
165,2,68108
166,7,32540
167,3,59465
168,8,4888
169,4,65099
170,10,44908
171,5,90384
172,9,60403
173,1,10461
174,6,28874
175,9,40632
176,5,90569
177,9,28674
178,7,36014
179,9,99647
180,2,30757
181,10,84583
182,10,34266
183,3,77580
184,7,61621
185,4,19047
186,5,50890
187,1,74879
188,7,42393
189,4,79885
190,2,10783
191,4,7401
192,2,50314
193,2,25070
194,7,42914
195,3,13116
196,5,20209
197,6,62965
198,1,44619
199,2,3843
200,5,4355
201,4,94908
202,5,9883
203,3,16902
204,8,97586
205,1,99961
206,4,86153
207,7,28678
208,2,18786
209,5,81944
210,7,33464
211,10,97489
212,3,9501
213,9,78715
214,2,96020
215,5,47981
216,4,8189
217,1,63465
218,7,75253
219,4,28476
220,2,32662
221,8,42627
222,8,63974
223,8,95252
224,2,97146
225,9,74284
226,6,19668
227,10,94759
228,7,54418
229,8,59828
230,7,8829
231,3,89482
232,6,23359
233,10,81992
234,7,33582
235,9,46679
236,2,69036
237,2,83091
238,6,48723
239,6,71269
240,4,87581
241,6,88037
242,8,49391
243,8,75723
244,4,76293
245,6,9743
246,3,67431
247,5,15300
248,10,47322
249,8,69549
250,4,53123
251,3,77797
252,5,50413
253,6,68113
254,9,70466
255,1,98348
256,5,72296
257,1,64162
258,3,98300
259,10,46207
260,6,89939
261,1,42388
